Tugas,Tanggal,Waktu ,Latitude,Longitude,Altitude,Cuaca,Suhu Udara,Precipitation,Kelembapan,NpK,pH,Foto
7,21/05/2024,10:18:00,-8.567355,115.411423,1 mdpl,Cerah Berawan,28°C,10%,84%,6.1,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh7_aug_456.jpg
8,21/05/2024,10:21:00,-8.567854,115.411653,1 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh8_aug_457.jpg
9,21/05/2024,10:22:00,-8.567941,115.411646,1 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh9_aug_458.jpg
10,21/05/2024,10:24:00,-8.56835,115.411548,1 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh10_aug_459.jpg
11,21/05/2024,10:31:00,-8.568535,115.408873,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/11_aug_460.jpg
12,21/05/2024,10:34:00,-8.568321,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.3,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/12_aug_461.jpg
13,21/05/2024,10:35:00,-8.568115,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/13_aug_462.jpg
14,21/05/2024,10:36:00,-8.567913,115.408968,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/14_aug_463.jpg
15,21/05/2024,10:40:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.5,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/15_aug_464.jpg
16,21/05/2024,10:42:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.1,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/16_aug_465.jpg
17,21/05/2024,10:43:00,-8.566347,115.409406,2 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/17_aug_466.jpg
18,21/05/2024,10:45:00,-8.566369,115.409811,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/18_aug_467.jpg
19,21/05/2024,10:47:00,-8.565972,115.409832,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/19_aug_468.jpg
20,21/05/2024,10:49:00,-8.565959,115.409529,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/20_aug_469.jpg
21,21/05/2024,10:50:00,-8.565915,115.409382,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/21_aug_470.jpg
22,21/05/2024,10:52:00,-8.565633,115.409384,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/22_aug_471.jpg
23,21/05/2024,10:54:00,-8.565389,115.409547,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/23_aug_472.jpg
24,21/05/2024,10:56:00,-8.564951,115.409413,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/24_aug_473.jpg
25,21/05/2024,10:58:00,-8.56477,115.409036,2 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/25_aug_474.jpg
26,21/05/2024,11:00:00,-8.564627,115.40898,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/26_aug_475.jpg
27,21/05/2024,11:01:00,-8.564476,115.408911,2 mdpl,Cerah Berawan,28°C,10%,84%,5.3,6.7,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/27_aug_476.jpg
28,21/05/2024,11:03:00,-8.564333,115.408881,2 mdpl,Cerah Berawan,28°C,10%,84%,5.4,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/28_aug_477.jpg
29,21/05/2024,11:05:00,-8.56484,115.408989,2 mdpl,Cerah Berawan,28°C,10%,84%,4.4,6.3,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/29_aug_478.jpg
30,21/05/2024,11:07:00,-8.565199,115.409251,2 mdpl,Cerah Berawan,28°C,10%,84%,4.0,6.6,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/30_aug_479.jpg
1,21/05/2024,9:51:00,-8.5676851,115.4694639,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 1_aug_480.jpg
2,21/05/2024,10:06:00,-8.5676812,115.4099071,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 2_aug_481.jpg
3,21/05/2024,10:08:00,-8.567478,115.409755,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh 3_aug_482.jpg
4,21/05/2024,10:10:00,-8.56719,115.41007,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh4_aug_483.jpg
5,21/05/2024,10:13:00,-8.567238,115.41096,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh5_aug_484.jpg
6,21/05/2024,10:16:00,-8.567438,115.41108,2 mdpl,Cerah Berawan,28°C,10%,84%,6.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh6_aug_485.jpg
7,21/05/2024,10:18:00,-8.567355,115.411423,1 mdpl,Cerah Berawan,28°C,10%,84%,6.1,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh7_aug_486.jpg
8,21/05/2024,10:21:00,-8.567854,115.411653,1 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh8_aug_487.jpg
9,21/05/2024,10:22:00,-8.567941,115.411646,1 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh9_aug_488.jpg
10,21/05/2024,10:24:00,-8.56835,115.411548,1 mdpl,Cerah Berawan,28°C,10%,84%,5.1,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/tnh10_aug_489.jpg
11,21/05/2024,10:31:00,-8.568535,115.408873,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/11_aug_490.jpg
12,21/05/2024,10:34:00,-8.568321,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.3,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/12_aug_491.jpg
13,21/05/2024,10:35:00,-8.568115,115.408935,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/13_aug_492.jpg
14,21/05/2024,10:36:00,-8.567913,115.408968,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,7.0,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/14_aug_493.jpg
15,21/05/2024,10:40:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.5,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/15_aug_494.jpg
16,21/05/2024,10:42:00,-8.566528,115.409432,2 mdpl,Cerah Berawan,28°C,10%,84%,4.1,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/16_aug_495.jpg
17,21/05/2024,10:43:00,-8.566347,115.409406,2 mdpl,Cerah Berawan,28°C,10%,84%,4.9,6.2,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/17_aug_496.jpg
18,21/05/2024,10:45:00,-8.566369,115.409811,2 mdpl,Cerah Berawan,28°C,10%,84%,5.5,6.9,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/18_aug_497.jpg
19,21/05/2024,10:47:00,-8.565972,115.409832,2 mdpl,Cerah Berawan,28°C,10%,84%,5.2,6.8,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/19_aug_498.jpg
20,21/05/2024,10:49:00,-8.565959,115.409529,2 mdpl,Cerah Berawan,28°C,10%,84%,5.0,6.5,/Users/vignaulucas/Desktop/stikom_models/stikomModels/preprocessing_steps_augmentedData/augmented_images/20_aug_499.jpg
